Afghanistan,AFG,,,,,,,,,,,,,
Benin,BEN,,90.1357,94.2321,94.92278,94.8091,95.50633,,96.36058,,,97.03352,97.21103,
Bermuda,BMU,,,,,96.26612,92.71386,,,,,,,
Bhutan,BTN,,80.37733,85.16719,87.53027,88.95249,91.47498,90.94823,,90.13416,89.71099,89.69917,90.06547,
Bolivia,BOL,96.20668,94.91023,97.1906,94.39305,91.85201,88.39177,88.0242,87.94434,88.70123,89.84267,91.48686,93.18324,
Bosnia and Herzegovina,BIH,,,,,,,,,,,,,
Botswana,BWA,88.45019,85.99029,85.5554,,,88.25972,,,,,,,
Brazil,BRA,92.47411,98.53831,96.58508,,95.69718,98.54993,97.32389,97.4362,96.85231,97.20202,97.55117,,
British Virgin Islands,VGB,,,93.49986,,95.64685,94.40262,96.59166,93.82196,,,,,
Brunei Darussalam,BRN,,,97.22446,,,96.74419,97.23998,96.5768,96.49142,96.68663,96.14464,96.07682,
Bulgaria,BGR,99.52181,99.66652,99.30125,99.50947,99.49688,97.18578,95.3372,94.00772,91.9879,89.46126,88.08615,,
Burkina Faso,BFA,54.95361,61.00304,63.89452,,64.89106,66.07414,66.97207,68.30377,69.95995,75.85293,77.00507,79.34168,
Burundi,BDI,81.83971,92.44863,90.75957,95.49752,,,,,,,95.54934,93.4166,
Cabo Verde,CPV,97.39093,96.55235,95.75413,94.75945,93.46983,93.8087,93.21409,93.27274,93.38192,92.86026,92.98582,93.52897,
Cambodia,KHM,95.88748,94.81747,,93.61728,,97.40673,,95.34509,95.56259,92.97896,90.8034,90.69029,
Cameroon,CMR,,84.41215,87.01492,,88.72421,94.0902,,94.763,95.19802,94.493,92.87395,,
Canada,CAN,,,,,,99.45167,99.43231,99.39113,99.58907,99.95587,,,
Cayman Islands,CYM,,,,,,,,,,,,,
Central African Republic,CAF,55.57831,64.14315,64.27065,,64.17063,,,,,,,,
Chad,TCD,,,,,62.38415,,78.13257,,79.35908,73.4665,,,
Channel Islands,CHI,,,,,,,,,,,,,
Chile,CHL,95.54645,96.10264,94.51682,95.47992,94.82224,94.53819,93.687,93.45821,93.47354,94.04385,94.77589,,
China,CHN,,,,,,,,,,,,,
Colombia,COL,95.70891,,,,,95.24385,92.79763,92.90561,96.38124,95.42469,97.34596,97.75807,
Comoros,COM,79.17413,,,,,,86.71476,82.7174,,,84.18473,81.73896,
"Congo, Dem. Rep.",COD,,,,,,,,,,,,,
"Congo, Rep.",COG,,,,86.245,,89.29422,,,,,,,
Costa Rica,CRI,,,,,99.43417,99.46534,98.89928,97.21585,97.81775,98.36736,96.55127,97.40817,
Cote d'Ivoire,CIV,,,55.83834,,,,68.27574,72.85662,76.73595,86.90249,88.60837,93.69235,
Croatia,HRV,98.86815,97.20316,91.49942,94.75687,96.97216,98.57631,98.27228,98.40374,98.49112,97.85166,97.9936,,
Cuba,CUB,97.09571,97.00971,98.54049,99.16357,98.74034,97.99625,97.98416,95.07011,94.08411,94.53374,95.68529,97.84442,
Curacao,CUW,,,,,,,,,,,,,
Cyprus,CYP,99.34184,98.96124,99.14474,99.2851,99.28009,98.17635,97.49437,97.13529,97.82834,97.0838,97.77608,,
Czech Republic,CZE,89.22807,88.6485,88.93261,88.90553,88.01214,88.25749,87.97057,88.12456,88.69953,88.80417,89.35757,,
Denmark,DNK,97.05026,96.51105,96.43092,96.27071,97.75173,98.23712,98.64626,98.35909,98.68864,99.0209,98.86326,,
Djibouti,DJI,43.9415,48.01862,47.98952,,58.5606,,58.87689,67.529,60.7187,57.24558,59.96579,62.10696,67.02502
Dominica,DMA,83.08997,83.93383,91.3626,,98.82664,,,,,97.98016,,,
Dominican Republic,DOM,90.15731,86.59027,95.30545,94.77342,94.69471,93.69395,93.401,91.68219,95.53493,95.13993,94.3396,93.86741,
Ecuador,ECU,99.09378,94.52771,98.13321,98.34545,98.21353,97.92038,98.0594,97.85115,98.16284,98.06549,98.03402,97.5804,
"Egypt, Arab Rep.",EGY,94.16692,,95.62902,97.74411,95.64312,98.53698,,98.94022,,98.64429,98.59325,98.45783,
El Salvador,SLV,95.83065,95.95292,96.00262,96.08011,95.56687,94.50516,91.64358,89.15295,86.61827,85.17199,80.96574,81.60033,
Equatorial Guinea,GNQ,,47.10148,45.87645,45.07741,46.07595,47.39401,,,44.34574,,,,
Eritrea,ERI,79.29883,74.9038,69.75328,65.47023,68.26769,70.32085,64.55161,63.45906,60.04856,,52.25595,51.8316,
Estonia,EST,,,,99.11009,99.64202,99.62533,98.43758,94.38091,93.72162,93.68565,93.93227,,
Eswatini,SWZ,,,82.0736,87.86639,89.41311,88.33795,84.57806,85.37085,84.30768,84.37134,82.59389,,
Ethiopia,ETH,70.93256,76.57609,76.13867,74.19156,78.06719,79.24993,,85.7378,85.19824,,,,
Faroe Islands,FRO,,,,,,,,,,,,,
Fiji,FJI,99.60494,99.32028,99.12058,,99.23266,99.07498,99.13365,,99.11664,99.4431,,,
Finland,FIN,97.4139,97.85486,98.0157,98.30938,98.57445,99.10306,99.11242,99.43563,99.20198,99.12044,98.6897,,
France,FRA,99.18236,98.74538,98.38524,98.01978,99.03727,98.91622,98.91152,98.15483,98.99877,99.37467,99.468,,
French Polynesia,PYF,,,,,,,,,,,,,
Gabon,GAB,,,,,,,,,,,,,
"Gambia, The",GMB,70.6714,66.6445,,67.89345,67.30464,70.27827,70.03975,69.82179,75.91325,77.65176,80.15436,81.80852,
Georgia,GEO,99.34911,98.5977,96.9221,,97.59425,98.77982,99.55879,99.31588,99.73715,97.95282,99.24104,99.21379,
Germany,DEU,88.84199,88.43606,88.17263,89.06942,88.75173,88.52846,88.18981,88.13653,89.44014,90.62417,90.35417,,
Ghana,GHA,78.03132,83.63321,84.10467,,92.02687,91.21756,,,,,85.74174,85.00771,86.69982
Gibraltar,GIB,,,,,,,,,,99.70191,,,
Greece,GRC,95.52686,,,96.81343,96.95325,97.73128,97.49025,96.53303,97.32526,97.94221,98.22037,,
Greenland,GRL,,,,,,,,,,,,,
Grenada,GRD,98.8071,98.73716,,,,,,,,,,99.23558,
Guam,GUM,,,,,,,,,,,,,
Guatemala,GTM,95.05148,95.04337,97.99573,,,,89.9423,88.09642,87.80667,87.19765,88.19802,89.21348,
Guinea,GIN,67.55235,66.59745,67.9527,70.28759,74.37522,74.17666,75.47206,79.30492,,78.08732,,,
Guinea-Bissau,GNB,,,,72.66824,,,,,,,,,
Guyana,GUY,,96.6475,91.64029,95.70231,97.3912,97.28117,,,,,,,
Haiti,HTI,,,,,,,,,,,,,
Honduras,HND,84.49307,87.56264,86.38392,87.47124,87.69119,84.39327,80.15938,79.92251,78.42569,79.95579,80.47058,,
"Hong Kong SAR, China",HKG,,,,,,99.27739,99.25178,98.96994,98.58053,97.17614,96.54356,96.26568,
Hungary,HUN,96.16023,97.01813,97.50267,97.27224,96.63328,96.1399,96.78749,96.96363,96.37729,96.86899,96.50686,,
Iceland,ISL,98.14066,99.22781,99.72259,99.30476,98.78802,98.24204,98.10257,98.21974,98.6384,99.51819,99.92112,,
India,IND,96.78945,96.84171,95.53715,96.12032,95.71761,96.98764,97.73768,,,,,,
Indonesia,IDN,96.9568,96.09268,96.83722,97.25383,96.83061,95.94703,93.72643,93.17534,,93.62147,94.9388,94.37668,
"Iran, Islamic Rep.",IRN,95.22357,,97.80043,96.64524,96.7942,98.02288,98.80368,99.62784,99.76909,99.7847,99.77089,,
Iraq,IRQ,,,,,,,,,,,,,
Ireland,IRL,99.82496,99.92555,99.97364,,,99.75201,99.54467,99.58676,99.95062,99.97016,99.88462,,
Isle of Man,IMN,,,,,,,,,,,,,
Israel,ISR,97.29765,97.26942,96.9691,97.38332,97.01667,97.66493,97.25985,97.05817,97.555,97.05013,97.32018,,
Italy,ITA,99.1077,99.10081,99.17129,99.29683,99.05555,99.46236,99.63949,98.89812,98.26567,97.69825,97.24291,,
Jamaica,JAM,,,,,,,,,85.39281,84.39417,82.8713,81.38229,
Japan,JPN,,,,,,,,,,,,,
Jordan,JOR,89.35883,86.68014,,80.77937,78.34933,75.45445,74.93616,,,,80.21221,80.95397,
Kazakhstan,KAZ,98.8374,99.88557,99.87726,99.63631,99.21992,99.36022,99.33655,99.4457,99.84772,99.71618,99.0986,98.93539,98.77294
Kenya,KEN,79.20838,75.50401,77.0691,,,81.23006,,,,,,,
Kiribati,KIR,,,,,,,,98.64791,97.44464,98.23962,96.08751,,
"Korea, Dem. People's Rep.",PRK,,,97.75248,,,,,,,,,,
"Korea, Rep.",KOR,,,,,,97.97067,95.46515,95.90315,98.53611,97.26558,97.54773,,
Kosovo,XKX,,,,,,,,,,,,,
Kuwait,KWT,97.6507,98.59062,,99.00833,99.46206,98.76138,98.04184,97.95931,,96.64405,91.66328,88.23607,
Kyrgyz Republic,KGZ,95.80297,95.27029,94.55799,95.17601,94.89982,97.41253,98.42115,98.09046,98.08164,98.47782,98.52371,98.66818,
Lao PDR,LAO,85.23456,87.67267,89.97949,94.60536,94.33115,94.32175,96.23668,96.5434,94.89325,94.00376,92.48614,91.46712,
Latvia,LVA,,98.60436,97.69003,97.96421,97.96811,97.18176,96.74439,96.45821,96.48701,96.79255,97.10907,,
Lebanon,LBN,,,,,,,,,,,,,
Lesotho,LSO,84.86278,86.58138,87.21236,89.22799,89.4223,89.6563,86.90283,87.8859,89.23853,91.20179,,,
Liberia,LBR,,43.79097,,,,,,38.83457,,,44.56983,,
Libya,LBY,,,,,,,,,,,,,
Liechtenstein,LIE,98.90215,99.2176,98.5204,99.18492,98.69724,98.47929,,97.49867,99.80767,99.31079,,,
Lithuania,LTU,99.00255,99.20387,99.16689,99.29394,99.38888,99.34688,99.66988,99.7484,99.75232,99.74473,99.60231,,
Luxembourg,LUX,98.35198,97.58941,,95.23915,94.61378,95.7448,95.4975,96.36439,97.99135,98.79947,98.35886,,
"Macao SAR, China",MAC,86.24522,86.09209,84.5324,83.85307,84.6512,85.58427,87.17839,90.94936,94.22006,96.77011,96.80779,96.4155,
Madagascar,MDG,,,,,,,,,,,,96.86561,
Malawi,MWI,95.11364,97.83902,98.22784,,,,,,,,,,
Malaysia,MYS,95.11282,95.06773,95.86919,96.23306,,98.54356,99.66427,99.8924,99.51663,,,,
Maldives,MDV,97.26555,96.86625,,,,,,,96.276,96.29823,95.42582,,
Mali,MLI,60.112,,,68.27944,69.26966,67.05216,62.60635,63.47074,60.63998,62.13872,67.335,58.94142,
Malta,MLT,,,,,99.17215,99.75805,99.51892,98.94093,98.98471,98.46075,99.55322,,
Marshall Islands,MHL,,,,,94.11373,,,,73.46722,74.5278,,,
Mauritania,MRT,76.53467,73.02265,72.31564,72.70981,73.2563,72.0454,74.81042,76.94485,,73.48295,78.31999,80.30889,
Mauritius,MUS,96.515,96.67636,96.5883,96.50869,96.74543,93.79022,96.08616,96.52258,96.27653,95.33664,96.18162,94.99232,
Mexico,MEX,99.53468,99.55953,99.80355,99.7295,99.61604,99.56089,99.49125,99.38286,99.3177,99.21367,99.16952,,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,85.45699,,,,
Moldova,MDA,90.0117,90.46353,90.03386,90.10514,90.5779,90.52817,90.57991,90.00175,89.94997,90.03561,89.71414,89.78655,
Monaco,MCO,,,,,,,,,,,,,
Mongolia,MNG,97.74011,98.17242,96.47395,97.65084,98.0403,97.47327,95.08334,95.29553,96.79701,98.72633,98.85288,98.69302,
Montenegro,MNE,96.21284,96.07922,,,98.51218,96.26782,,,94.77612,93.73702,96.14284,96.87095,
Morocco,MAR,89.67433,90.28557,89.88029,92.74532,93.68978,93.00842,94.36711,93.72925,,,96.94964,99.15589,
Mozambique,MOZ,84.40163,87.67972,88.70999,89.97482,87.68879,87.93646,89.12473,89.91204,91.51459,90.76644,89.87354,93.92934,
Myanmar,MMR,88.95978,89.83805,88.9333,89.00709,,,,96.1312,,,97.66256,98.0528,
Namibia,NAM,91.69404,91.39408,,92.92948,,96.35213,98.21459,,,,98.13524,98.14776,
Nauru,NRU,77.47928,,,,,80.41316,,,,93.96215,,,
Nepal,NPL,,,,,99.33229,99.91032,,98.99553,98.34165,98.32872,96.47713,,96.2984
Netherlands,NLD,,,,,,,,,,,99.02854,,
New Caledonia,NCL,,,,,,,,,,,,,
New Zealand,NZL,,,,,,,,97.48362,97.73031,98.52583,99.17788,,
Nicaragua,NIC,97.36224,98.12464,,96.31971,,,,,,,,,
Niger,NER,43.81249,,,55.14722,59.88326,61.1721,60.83162,60.86362,62.49335,63.57047,66.48804,,
Nigeria,NGA,71.66882,64.89473,65.9868,65.98292,,,,,,,,,
North Macedonia,MKD,91.46441,90.74566,91.96401,95.30565,,89.71004,88.62747,89.23011,91.7157,,95.72853,,
Northern Mariana Islands,MNP,,,,,,,,,,,,,
Norway,NOR,99.07673,99.26473,99.15591,99.08012,99.40241,99.68671,99.86067,99.82749,99.77225,99.8062,99.88251,,
Oman,OMN,,,,,98.84849,97.51398,97.949,97.61963,97.56094,98.5996,97.87145,95.46999,
Pakistan,PAK,64.82106,64.9296,65.44091,65.98301,63.07016,62.69421,67.3957,65.75982,61.53027,66.01372,65.48858,68.18916,
Palau,PLW,,,,,,,96.7551,95.25102,,,,,
Panama,PAN,98.69901,97.59261,94.57315,96.24658,95.14136,94.75698,93.05661,90.58017,87.74289,,86.78174,,
Papua New Guinea,PNG,,,,,,,,,,75.54612,,,
Paraguay,PRY,93.15223,91.4732,90.10333,88.55404,89.8409,87.83929,,,,,,,
Peru,PER,99.25682,99.26272,98.68156,99.32155,99.18032,93.94488,96.36661,95.03941,96.4863,99.56785,98.88371,98.50107,
Philippines,PHL,87.45617,88.52589,90.32579,,,,,,95.57779,94.85361,95.02535,,
Poland,POL,93.37601,93.51897,94.21491,94.71317,94.789,95.57338,96.16873,96.11359,,,97.15992,,
Portugal,PRT,,,99.37086,99.48771,99.02747,99.11596,98.97895,98.56395,97.59877,96.88158,97.71146,,
Puerto Rico,PRI,,,,90.03191,86.70075,87.08987,86.49538,85.54503,83.68389,78.79343,,,
Qatar,QAT,99.60109,,96.29757,,99.36415,97.92666,,93.57728,96.17885,97.23088,97.77522,98.19449,
Romania,ROU,96.38199,96.21719,96.45166,96.15625,95.5897,94.38487,,,89.5262,87.4854,85.70889,,
Russian Federation,RUS,93.54264,94.84622,96.37231,,97.27381,97.34299,97.52974,95.36349,96.625,97.33678,97.83826,,
Rwanda,RWA,,,,,,,,,,98.84059,96.9315,95.28152,
Samoa,WSM,98.36925,,99.73137,96.76932,95.02871,96.10841,,97.2898,97.3378,96.35006,96.20166,95.74675,
San Marino,SMR,,,,,,,,,,,,,
Sao Tome and Principe,STP,89.70146,90.73016,91.22308,90.71119,,,88.50731,88.84537,88.67936,,93.9669,,
Saudi Arabia,SAU,,,,97.13673,97.12834,99.85199,97.8325,,97.37547,97.54549,95.77996,95.10772,
Senegal,SEN,70.19788,71.15573,70.99994,72.03371,72.72349,75.88096,74.79015,75.526,75.44459,73.53294,76.46058,,
Serbia,SRB,98.92292,98.55264,96.54704,94.91872,97.37802,96.35285,96.34152,98.58827,99.20623,99.16856,98.56031,98.22264,
Seychelles,SYC,,,,,,,95.25222,94.46217,95.22018,94.62863,92.80506,92.85742,
Sierra Leone,SLE,,,,,,95.90938,,,97.7963,98.96839,,,
Singapore,SGP,,,,,,,,,,99.98961,99.96919,,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,
Slovak Republic,SVK,87.00122,87.18159,85.77593,84.17013,83.31807,84.23709,84.59785,83.91976,82.6023,82.21387,83.15362,,
Slovenia,SVN,99.22909,99.32999,99.29284,99.3642,99.67041,99.59997,98.43886,98.22269,98.28673,98.18158,98.31049,,
Solomon Islands,SLB,80.6085,,,,,,70.554,70.22557,70.59233,,,67.47257,
Somalia,SOM,,,,,,,,,,,,,
South Africa,ZAF,,,,,,,,,95.64551,,92.44938,,
South Sudan,SSD,,,,,43.44851,,,,35.25072,,,,
Spain,ESP,,,,,,,99.60787,99.52396,99.4684,98.85537,97.34257,,
Sri Lanka,LKA,96.2707,95.40908,93.20634,94.84982,94.98098,95.23607,96.50756,97.41952,99.06271,99.06007,99.28454,99.27348,
St. Kitts and Nevis,KNA,97.69257,96.74882,,97.60143,,99.67999,99.27571,97.11111,,96.216,,,
St. Lucia,LCA,95.09244,,,,,,,,98.39989,97.9736,97.69998,98.28723,
St. Martin (French part),MAF,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,98.75979,98.18082,99.28309,99.46461,99.23347,99.68904,96.87636,,97.95395,97.41197,98.49428,,
Sudan,SDN,,,,,58.74802,55.15486,56.05531,56.31639,56.97478,59.17542,61.69883,,
Suriname,SUR,82.64389,88.45061,91.56642,89.82359,87.98702,88.44554,88.04086,87.6045,89.26191,90.47281,86.07316,86.02531,
Sweden,SWE,96.25158,98.43535,99.3342,99.38254,99.47878,99.60119,99.67041,99.70495,99.6353,99.60466,99.42418,,
Switzerland,CHE,,,,99.36642,99.49716,99.46339,99.63108,99.64999,99.62628,99.75942,99.6231,,
Syrian Arab Republic,SYR,98.97107,99.03782,98.9401,98.94972,,,72.24962,,,,,,
Tajikistan,TJK,98.36394,98.40756,98.63515,98.34242,98.24884,98.66478,99.21073,98.15556,97.5325,97.74311,99.09613,,
Tanzania,TZA,,99.0978,,92.61676,,87.50078,85.00963,83.32041,,84.56048,84.56329,82.35094,
Thailand,THA,98.49881,97.95392,98.08255,,,,,,,,,,
Timor-Leste,TLS,,83.94402,89.88603,90.12248,92.90351,91.3672,91.833,92.54926,93.6077,93.97609,96.16468,95.41421,
Togo,TGO,90.31475,91.31586,,,,,,92.15809,94.05241,,92.61436,94.692,
Tonga,TON,,,,,,98.69235,98.73577,,98.88343,,,,
Trinidad and Tobago,TTO,96.88065,98.02162,98.35851,98.77982,,,,,,,,,
Tunisia,TUN,97.54585,97.90199,98.53143,98.83586,98.82468,98.53917,98.84383,,,,,,
Turkey,TUR,98.52059,97.74906,95.35128,96.21583,95.21277,93.8012,93.43299,94.71143,94.73559,94.14611,94.8769,,
Turkmenistan,TKM,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,
Tuvalu,TUV,,,,,,,,91.13667,94.70154,87.89088,,,
Uganda,UGA,,,,91.62249,94.77248,,95.64356,,,,,,
Ukraine,UKR,88.27053,87.97805,88.3536,90.80368,92.87756,93.62884,93.74377,91.99105,,,,,
United Arab Emirates,ARE,93.69753,,,,,93.23711,,97.65242,99.89207,99.40189,98.74312,,
United Kingdom,GBR,97.76573,98.87983,98.07041,98.19652,98.13593,98.36969,99.72458,99.89948,99.93433,99.65208,99.56963,,
United States,USA,,,,97.63436,96.38975,97.26517,97.50924,97.97434,94.60023,99.64003,95.55776,,
Uruguay,URY,98.51344,99.74029,99.70305,99.8448,99.68926,99.66283,99.78567,96.9262,99.92276,99.91235,99.64057,,
Uzbekistan,UZB,92.70987,93.87396,90.8622,91.90801,92.69571,94.30893,95.6141,96.87748,97.16237,97.5543,98.59284,96.84487,
Vanuatu,VUT,,,,,,,,,92.14772,,,,
"Venezuela, RB",VEN,93.87701,92.01702,94.04567,94.85902,94.7808,94.63712,93.69849,93.43597,93.25251,91.20013,89.68011,,
Vietnam,VNM,,97.7951,99.01792,98.13881,99.40088,98.20156,100,,,,,,
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,
West Bank and Gaza,PSE,83.9951,86.10976,88.06193,89.64119,90.86764,94.12444,94.5785,95.70712,95.36596,95.77247,97.19359,97.10722,
"Yemen, Rep.",YEM,,77.17193,,82.16633,,85.51713,85.92765,,,84.39664,,,
Zambia,ZMB,91.74412,92.16696,88.9414,86.01501,89.55993,90.88259,88.23347,,,,85.10354,,
Zimbabwe,ZWE,,,,,,94.58999,94.63244,,,,,,
